"ID de trabajo","Trabajo de Servicio","Modo Trabajo","Nombre del Ordenador","Nombre Usuario","Nombre Usuar.","Número de Emisión de la Card","Fecha y Hora de Comienzo","Fecha y Hora de Finalización","Con. Total de Blanco y Negro","Con. Total a Todo Color","Con. Total de 2 Colores","Con. Total de un Solo Color","A4:B/N","A4:Todo Color","A4:2 Colores","A4:Un Solo Color","A5:B/N","A5:Todo Color","A5:2 Colores","A5:Un Solo Color","B5:B/N","B5:Todo Color","B5:2 Colores","B5:Un Solo Color","Pliego:B/N","Pliego:Todo Color","Pliego:2 Colores","Pliego:Un Solo Color","Oficio:B/N","Oficio:Todo Color","Oficio:2 Colores","Oficio:Un Solo Color","Carta:B/N","Carta:Todo Color","Carta:2 Colores","Carta:Un Solo Color","Ejecutivo:B/N","Ejecutivo:Todo Color","Ejecutivo:2 Colores","Ejecutivo:Un Solo Color","Factura:B/N","Factura:Todo Color","Factura:2 Colores","Factura:Un Solo Color","8 1/2x13 2/5:B/N","8 1/2x13 2/5:Todo Color","8 1/2x13 2/5:2 Colores","8 1/2x13 2/5:Un Solo Color","8 1/2x13 1/2:B/N","8 1/2x13 1/2:Todo Color","8 1/2x13 1/2:2 Colores","8 1/2x13 1/2:Un Solo Color","16K:B/N","16K:Todo Color","16K:2 Colores","16K:Un Solo Color","Postal Japonesa:B/N","Postal Japonesa:Todo Color","Postal Japonesa:2 Colores","Postal Japonesa:Un Solo Color","MONARCH:B/N","MONARCH:Todo Color","MONARCH:2 Colores","MONARCH:Un Solo Color","COM-10:B/N","COM-10:Todo Color","COM-10:2 Colores","COM-10:Un Solo Color","DL:B/N","DL:Todo Color","DL:2 Colores","DL:Un Solo Color","C5:B/N","C5:Todo Color","C5:2 Colores","C5:Un Solo Color","Chokei3:B/N","Chokei3:Todo Color","Chokei3:2 Colores","Chokei3:Un Solo Color","Chokei4:B/N","Chokei4:Todo Color","Chokei4:2 Colores","Chokei4:Un Solo Color","YOKEI-2:B/N","YOKEI-2:Todo Color","YOKEI-2:2 Colores","YOKEI-2:Un Solo Color","YOKEI-4:B/N","YOKEI-4:Todo Color","YOKEI-4:2 Colores","YOKEI-4:Un Solo Color","kaku 3:B/N","kaku 3:Todo Color","kaku 3:2 Colores","kaku 3:Un Solo Color","Personalizado:B/N","Personalizado:Todo Color","Personalizado:2 Colores","Personalizado:Un Solo Color","A4","A5","B5","Pliego","Oficio","Carta","Ejecutivo","Factura","8 1/2x13 2/5","8 1/2x13 1/2","16K","Postal Japonesa","MONARCH","COM-10","DL","C5","Chokei3","Chokei4","YOKEI-2","YOKEI-4","kaku 3","Personalizado","Contador de Papel No Válido (Blanco y Negro)","Contador de Papel No Válido (Color)","Número de Grupos Reservados","Número de Grupos Completados","Número de Páginas Reservadas","Número de Páginas Completadas","Resultado","Motivo del Error","Salida","Grapar","Contador de Grapado","Contador de Perforaciones","Plegar","Contador de Plegados","Tono de la Impresora","Dirección Directa","Nombre Remit.","Dirección del Remitente","Tipo de trans.","Número de Serie Administrativo","Nº de emisión","Orden de entrada","Tipo de Archivo","Modo de Compresión/Ratio de Compresión","Hora de la Comunicación","Núm. Fax"," "," ","Archivo de Documentos","Modo de Almacenamiento","Nombre Archivo","Tamaño de los Datos [KB]","Ajuste de color","Modos Especiales","Nombre de Archivo 2","Tamaño Original","Tipo de original","Tamaño del papel","Tipo de papel","Propiedad del Papel: Desactivar Dúplex","Propiedad del Papel: Lado Fijo del Papel","Propiedad del Papel: Desactivar Grapado","Propiedad del Papel: Desactivar Perforado","Configuración Dúplex","Resolución","Nombre del modelo","Número de serie de la unidad","Nombre","Ubicación de máquina"
"330","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-09-20T18:58","2018-09-20T18:58","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","7","7","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Incidente de inejecución 4-2018.pdf","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"331","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-09-20T21:09","2018-09-20T21:10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Fibras inteligentes naturales final","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"332","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-09-21T10:49","2018-09-21T10:49","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Documento1 (002)","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"333","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-09-21T11:51","2018-09-21T11:51","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - NOTA avances transferecia de recursos PGR (002)","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"334","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-09-24T13:35","2018-09-24T13:36","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","2","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - NOTA CONTESTACIÓN CC 130 2018 (LEY FORESTAL SUSTENTABLE) SAN PE","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"335","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-09-24T14:33","2018-09-24T14:33","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","2","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - NOTA CONTESTACIÓN CC 130 2018 (LEY FORESTAL SUSTENTABLE) SAN PE","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"336","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-09-24T17:58","2018-09-24T17:59","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4","4","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft PowerPoint - powerpoint hippies [solo lectura]","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"337","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-09-24T18:19","2018-09-24T18:19","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","11","11","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Información dc y marvel","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"338","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-09-24T18:42","2018-09-24T18:42","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","2","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Semanario Judicial de la Federación - Tesis 2013882","Carta","N/A","Carta","Normal","No","No","Sí","Sí","Folleto a Doble Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"339","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-09-24T18:42","2018-09-24T18:43","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","2","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Semanario Judicial de la Federación - Tesis 2013881","Carta","N/A","Carta","Normal","No","No","Sí","Sí","Folleto a Doble Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"340","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-09-24T20:11","2018-09-24T20:12","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","2","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Semanario Judicial de la Federación - Tesis 2013881","Carta","N/A","Carta","Normal","No","No","Sí","Sí","Folleto a Doble Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"341","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-09-24T20:13","2018-09-24T20:13","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","2","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Semanario Judicial de la Federación - Tesis 2013882","Carta","N/A","Carta","Normal","No","No","Sí","Sí","Folleto a Doble Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"342","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-09-24T20:14","2018-09-24T20:14","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","2","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Semanario Judicial de la Federación - Tesis 2013883","Carta","N/A","Carta","Normal","No","No","Sí","Sí","Folleto a Doble Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"343","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-09-24T21:12","2018-09-24T21:12","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","3","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - MEMORANDUM Notarios 24.sep.18","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"344","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-09-24T21:18","2018-09-24T21:18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","2","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Solicitud de ejercicio de la facultad de atracción (argumentos)","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"345","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-09-25T09:56","2018-09-25T09:57","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","2","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Solicitud de ejercicio de la facultad de atracción (argumentos)","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"346","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-09-25T12:59","2018-09-25T12:59","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Documento4","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"347","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-09-25T15:41","2018-09-25T15:41","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","6","6","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - nota procedimiento responsabilidades RTH SEDESOL extensa","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"348","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-09-25T16:44","2018-09-25T16:45","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","6","6","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - nota procedimiento responsabilidades RTH SEDESOL extensa","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"349","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-09-25T16:45","2018-09-25T16:46","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Nota extensa","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"350","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-09-25T17:39","2018-09-25T17:42","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","4","4","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Nota extensa","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"351","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-09-26T11:24","2018-09-26T11:25","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Acuerdo transferencia PGR CJEF","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"352","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-10-01T09:52","2018-10-01T09:53","4","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","14","14","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Solicitud_de_Admision_PTM.pdf","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
